id,restaurant_id,restaurant,name,description,price,spicy,vegetarian,popular
r-045-i-030,r-045,Liberty Grill,Classic Avocado Toast,"Sourdough, smashed avocado, chilli flakes",AED 63,true,true,false
r-045-i-031,r-045,Liberty Grill,Classic Breakfast Burrito,"Egg, bacon, hash, cheese, salsa",AED 78,false,false,true
r-045-i-032,r-045,Liberty Grill,Classic Western Omelette,"Egg, ham, bell pepper, cheddar",AED 20,false,false,false
r-045-i-033,r-045,Liberty Grill,Classic Veggie Omelette,"Egg, mushroom, spinach, feta",AED 82,false,true,false
r-045-i-034,r-045,Liberty Grill,Classic Steak & Eggs,"Sirloin, sunny eggs, hash browns",AED 83,false,false,false
r-045-i-035,r-045,Liberty Grill,Classic Country Fried Steak,"Crispy steak, peppered gravy, biscuits",AED 56,false,false,false
r-045-i-036,r-045,Liberty Grill,Classic Reuben Sandwich,"Corned beef, swiss, sauerkraut, rye",AED 47,false,false,false
r-045-i-037,r-045,Liberty Grill,Classic Club Sandwich,"Turkey, bacon, lettuce, tomato, mayo",AED 36,false,false,false
r-045-i-038,r-045,Liberty Grill,Classic Grilled Cheese,Three-cheese toasted sandwich,AED 63,false,true,false
r-045-i-039,r-045,Liberty Grill,Classic BLT,"Smoked bacon, lettuce, tomato, sourdough",AED 45,false,false,false
r-045-i-040,r-045,Liberty Grill,Classic Tuna Melt,"Tuna salad, cheddar, sourdough",AED 76,false,false,true
r-045-i-041,r-045,Liberty Grill,Classic Patty Melt,"Beef patty, swiss, caramelised onion, rye",AED 21,false,false,false
r-045-i-042,r-045,Liberty Grill,Classic Chicken & Waffles,"Buttermilk fried chicken, waffle, hot honey",AED 55,true,false,false
r-045-i-043,r-045,Liberty Grill,Classic Buffalo Wings,Tossed in classic buffalo sauce,AED 77,true,false,false
r-045-i-044,r-045,Liberty Grill,Classic Mozzarella Sticks,Crispy fried mozzarella with marinara,AED 80,false,true,false
r-045-i-045,r-045,Liberty Grill,Classic Apple Pie,Warm cinnamon apple pie with ice cream,AED 85,false,true,false
r-045-i-046,r-045,Liberty Grill,Classic Cheesecake,New York style with berry compote,AED 68,false,true,false
r-045-i-047,r-045,Liberty Grill,Classic Banana Split,"Three scoops, banana, cherry, nuts",AED 84,false,true,false
r-045-i-048,r-045,Liberty Grill,Classic Root Beer Float,Classic A&W with vanilla ice cream,AED 43,false,true,false
r-045-i-049,r-045,Liberty Grill,Classic Cold Brew Coffee,Slow-steeped 18 hours,AED 70,false,true,false
r-046-i-000,r-046,Green Bowl,Cobb Salad,"Romaine, chicken, egg, avocado, bacon, blue cheese",AED 45,false,false,true
r-046-i-001,r-046,Green Bowl,Caesar Salad,"Romaine, parmesan, croutons, caesar dressing",AED 93,false,false,false
r-046-i-002,r-046,Green Bowl,Greek Salad,"Tomato, cucumber, olives, feta, oregano",AED 40,false,true,false
r-046-i-003,r-046,Green Bowl,Quinoa Power Bowl,"Quinoa, kale, roasted veg, tahini",AED 41,false,true,false
r-046-i-004,r-046,Green Bowl,Buddha Bowl,"Brown rice, edamame, avocado, sesame",AED 64,false,true,false
r-046-i-005,r-046,Green Bowl,Chicken Poke Bowl,"Sushi rice, chicken, avocado, edamame",AED 78,false,false,false
r-046-i-006,r-046,Green Bowl,Salmon Poke Bowl,"Sushi rice, salmon, mango, sesame",AED 45,false,false,true
r-046-i-007,r-046,Green Bowl,Tofu Poke Bowl,"Sushi rice, tofu, edamame, ginger",AED 23,false,true,false
r-046-i-008,r-046,Green Bowl,Acai Bowl,"Acai, granola, banana, berries, honey",AED 55,false,true,true
r-046-i-009,r-046,Green Bowl,Green Smoothie Bowl,"Spinach, banana, almond milk, granola",AED 34,false,true,false
r-046-i-010,r-046,Green Bowl,Grilled Chicken Wrap,"Whole wheat wrap, chicken, hummus, greens",AED 57,false,false,true
r-046-i-011,r-046,Green Bowl,Falafel Wrap,"Whole wheat wrap, falafel, tahini, salad",AED 85,false,true,false
r-046-i-012,r-046,Green Bowl,Salmon Salad,"Pan-seared salmon, mixed greens, citrus",AED 36,false,false,false
r-046-i-013,r-046,Green Bowl,Chicken Caesar Wrap,"Grilled chicken, romaine, parmesan",AED 37,false,false,true
r-046-i-014,r-046,Green Bowl,Turkey Avocado Sandwich,"Turkey, avocado, sourdough, sprouts",AED 42,false,false,false
r-046-i-015,r-046,Green Bowl,Vegan Beet Burger,"Beet patty, tahini, pickled onion",AED 38,false,true,true
r-046-i-016,r-046,Green Bowl,Cauliflower Steak,"Roasted cauliflower, chimichurri",AED 43,false,true,false
r-046-i-017,r-046,Green Bowl,Zucchini Noodles,"Zucchini, pesto, cherry tomato, parmesan",AED 57,false,true,true
r-046-i-018,r-046,Green Bowl,Lentil Soup,"Red lentil, carrot, lemon, cumin",AED 25,false,true,true
r-046-i-019,r-046,Green Bowl,Pumpkin Soup,"Roasted pumpkin, ginger, coconut",AED 22,false,true,false
r-046-i-020,r-046,Green Bowl,Avocado Toast,"Sourdough, smashed avocado, chilli",AED 75,true,true,false
r-046-i-021,r-046,Green Bowl,Chia Pudding,"Coconut chia, mango, granola",AED 81,false,true,false
r-046-i-022,r-046,Green Bowl,Energy Balls,"Date, oat, cacao, almond",AED 73,false,true,false
r-046-i-023,r-046,Green Bowl,Cold Pressed Juice,"Beet, apple, ginger, lemon",AED 52,false,true,false
r-046-i-024,r-046,Green Bowl,Matcha Latte,"Ceremonial grade matcha, oat milk",AED 85,false,true,false
r-046-i-025,r-046,Green Bowl,Classic Cobb Salad,"Romaine, chicken, egg, avocado, bacon, blue cheese",AED 74,false,false,false
r-046-i-026,r-046,Green Bowl,Classic Caesar Salad,"Romaine, parmesan, croutons, caesar dressing",AED 77,false,false,false
r-046-i-027,r-046,Green Bowl,Classic Greek Salad,"Tomato, cucumber, olives, feta, oregano",AED 40,false,true,false
r-046-i-028,r-046,Green Bowl,Classic Quinoa Power Bowl,"Quinoa, kale, roasted veg, tahini",AED 28,false,true,true
r-046-i-029,r-046,Green Bowl,Classic Buddha Bowl,"Brown rice, edamame, avocado, sesame",AED 66,false,true,false
r-046-i-030,r-046,Green Bowl,Classic Chicken Poke Bowl,"Sushi rice, chicken, avocado, edamame",AED 81,false,false,true
r-046-i-031,r-046,Green Bowl,Classic Salmon Poke Bowl,"Sushi rice, salmon, mango, sesame",AED 56,false,false,false
r-046-i-032,r-046,Green Bowl,Classic Tofu Poke Bowl,"Sushi rice, tofu, edamame, ginger",AED 34,false,true,false
r-046-i-033,r-046,Green Bowl,Classic Acai Bowl,"Acai, granola, banana, berries, honey",AED 27,false,true,false
r-046-i-034,r-046,Green Bowl,Classic Green Smoothie Bowl,"Spinach, banana, almond milk, granola",AED 70,false,true,false
r-046-i-035,r-046,Green Bowl,Classic Grilled Chicken Wrap,"Whole wheat wrap, chicken, hummus, greens",AED 13,false,false,true
r-046-i-036,r-046,Green Bowl,Classic Falafel Wrap,"Whole wheat wrap, falafel, tahini, salad",AED 38,false,true,false
r-046-i-037,r-046,Green Bowl,Classic Salmon Salad,"Pan-seared salmon, mixed greens, citrus",AED 24,false,false,false
r-046-i-038,r-046,Green Bowl,Classic Chicken Caesar Wrap,"Grilled chicken, romaine, parmesan",AED 90,false,false,false
r-046-i-039,r-046,Green Bowl,Classic Turkey Avocado Sandwich,"Turkey, avocado, sourdough, sprouts",AED 35,false,false,false
r-046-i-040,r-046,Green Bowl,Classic Vegan Beet Burger,"Beet patty, tahini, pickled onion",AED 42,false,true,false
r-046-i-041,r-046,Green Bowl,Classic Cauliflower Steak,"Roasted cauliflower, chimichurri",AED 90,false,true,false
r-046-i-042,r-046,Green Bowl,Classic Zucchini Noodles,"Zucchini, pesto, cherry tomato, parmesan",AED 35,false,true,false
r-046-i-043,r-046,Green Bowl,Classic Lentil Soup,"Red lentil, carrot, lemon, cumin",AED 38,false,true,false
r-046-i-044,r-046,Green Bowl,Classic Pumpkin Soup,"Roasted pumpkin, ginger, coconut",AED 59,false,true,false
r-046-i-045,r-046,Green Bowl,Classic Avocado Toast,"Sourdough, smashed avocado, chilli",AED 63,true,true,false
r-046-i-046,r-046,Green Bowl,Classic Chia Pudding,"Coconut chia, mango, granola",AED 35,false,true,false
r-046-i-047,r-046,Green Bowl,Classic Energy Balls,"Date, oat, cacao, almond",AED 85,false,true,false
r-046-i-048,r-046,Green Bowl,Classic Cold Pressed Juice,"Beet, apple, ginger, lemon",AED 24,false,true,false
r-046-i-049,r-046,Green Bowl,Classic Matcha Latte,"Ceremonial grade matcha, oat milk",AED 42,false,true,false
r-047-i-000,r-047,Kale & Co.,Cobb Salad,"Romaine, chicken, egg, avocado, bacon, blue cheese",AED 31,false,false,false
r-047-i-001,r-047,Kale & Co.,Caesar Salad,"Romaine, parmesan, croutons, caesar dressing",AED 13,false,false,true
r-047-i-002,r-047,Kale & Co.,Greek Salad,"Tomato, cucumber, olives, feta, oregano",AED 75,false,true,true
r-047-i-003,r-047,Kale & Co.,Quinoa Power Bowl,"Quinoa, kale, roasted veg, tahini",AED 92,false,true,false
r-047-i-004,r-047,Kale & Co.,Buddha Bowl,"Brown rice, edamame, avocado, sesame",AED 52,false,true,false
r-047-i-005,r-047,Kale & Co.,Chicken Poke Bowl,"Sushi rice, chicken, avocado, edamame",AED 50,false,false,false
r-047-i-006,r-047,Kale & Co.,Salmon Poke Bowl,"Sushi rice, salmon, mango, sesame",AED 84,false,false,true
r-047-i-007,r-047,Kale & Co.,Tofu Poke Bowl,"Sushi rice, tofu, edamame, ginger",AED 24,false,true,false
r-047-i-008,r-047,Kale & Co.,Acai Bowl,"Acai, granola, banana, berries, honey",AED 19,false,true,true
r-047-i-009,r-047,Kale & Co.,Green Smoothie Bowl,"Spinach, banana, almond milk, granola",AED 44,false,true,false
r-047-i-010,r-047,Kale & Co.,Grilled Chicken Wrap,"Whole wheat wrap, chicken, hummus, greens",AED 92,false,false,true
r-047-i-011,r-047,Kale & Co.,Falafel Wrap,"Whole wheat wrap, falafel, tahini, salad",AED 54,false,true,false
r-047-i-012,r-047,Kale & Co.,Salmon Salad,"Pan-seared salmon, mixed greens, citrus",AED 58,false,false,false
r-047-i-013,r-047,Kale & Co.,Chicken Caesar Wrap,"Grilled chicken, romaine, parmesan",AED 44,false,false,false
r-047-i-014,r-047,Kale & Co.,Turkey Avocado Sandwich,"Turkey, avocado, sourdough, sprouts",AED 64,false,false,true
r-047-i-015,r-047,Kale & Co.,Vegan Beet Burger,"Beet patty, tahini, pickled onion",AED 89,false,true,true
r-047-i-016,r-047,Kale & Co.,Cauliflower Steak,"Roasted cauliflower, chimichurri",AED 85,false,true,false
r-047-i-017,r-047,Kale & Co.,Zucchini Noodles,"Zucchini, pesto, cherry tomato, parmesan",AED 80,false,true,true
r-047-i-018,r-047,Kale & Co.,Lentil Soup,"Red lentil, carrot, lemon, cumin",AED 48,false,true,false
r-047-i-019,r-047,Kale & Co.,Pumpkin Soup,"Roasted pumpkin, ginger, coconut",AED 77,false,true,false
r-047-i-020,r-047,Kale & Co.,Avocado Toast,"Sourdough, smashed avocado, chilli",AED 69,true,true,false
r-047-i-021,r-047,Kale & Co.,Chia Pudding,"Coconut chia, mango, granola",AED 60,false,true,false
r-047-i-022,r-047,Kale & Co.,Energy Balls,"Date, oat, cacao, almond",AED 71,false,true,false
r-047-i-023,r-047,Kale & Co.,Cold Pressed Juice,"Beet, apple, ginger, lemon",AED 30,false,true,false
r-047-i-024,r-047,Kale & Co.,Matcha Latte,"Ceremonial grade matcha, oat milk",AED 93,false,true,false
r-047-i-025,r-047,Kale & Co.,Classic Cobb Salad,"Romaine, chicken, egg, avocado, bacon, blue cheese",AED 55,false,false,false
r-047-i-026,r-047,Kale & Co.,Classic Caesar Salad,"Romaine, parmesan, croutons, caesar dressing",AED 90,false,false,false
r-047-i-027,r-047,Kale & Co.,Classic Greek Salad,"Tomato, cucumber, olives, feta, oregano",AED 21,false,true,true
r-047-i-028,r-047,Kale & Co.,Classic Quinoa Power Bowl,"Quinoa, kale, roasted veg, tahini",AED 55,false,true,false
r-047-i-029,r-047,Kale & Co.,Classic Buddha Bowl,"Brown rice, edamame, avocado, sesame",AED 52,false,true,false
r-047-i-030,r-047,Kale & Co.,Classic Chicken Poke Bowl,"Sushi rice, chicken, avocado, edamame",AED 46,false,false,false
r-047-i-031,r-047,Kale & Co.,Classic Salmon Poke Bowl,"Sushi rice, salmon, mango, sesame",AED 62,false,false,false
r-047-i-032,r-047,Kale & Co.,Classic Tofu Poke Bowl,"Sushi rice, tofu, edamame, ginger",AED 68,false,true,false
r-047-i-033,r-047,Kale & Co.,Classic Acai Bowl,"Acai, granola, banana, berries, honey",AED 58,false,true,false
r-047-i-034,r-047,Kale & Co.,Classic Green Smoothie Bowl,"Spinach, banana, almond milk, granola",AED 78,false,true,false
r-047-i-035,r-047,Kale & Co.,Classic Grilled Chicken Wrap,"Whole wheat wrap, chicken, hummus, greens",AED 64,false,false,false
r-047-i-036,r-047,Kale & Co.,Classic Falafel Wrap,"Whole wheat wrap, falafel, tahini, salad",AED 14,false,true,true
r-047-i-037,r-047,Kale & Co.,Classic Salmon Salad,"Pan-seared salmon, mixed greens, citrus",AED 42,false,false,false
r-047-i-038,r-047,Kale & Co.,Classic Chicken Caesar Wrap,"Grilled chicken, romaine, parmesan",AED 22,false,false,false
r-047-i-039,r-047,Kale & Co.,Classic Turkey Avocado Sandwich,"Turkey, avocado, sourdough, sprouts",AED 62,false,false,true
r-047-i-040,r-047,Kale & Co.,Classic Vegan Beet Burger,"Beet patty, tahini, pickled onion",AED 20,false,true,false
r-047-i-041,r-047,Kale & Co.,Classic Cauliflower Steak,"Roasted cauliflower, chimichurri",AED 72,false,true,false
r-047-i-042,r-047,Kale & Co.,Classic Zucchini Noodles,"Zucchini, pesto, cherry tomato, parmesan",AED 15,false,true,false
r-047-i-043,r-047,Kale & Co.,Classic Lentil Soup,"Red lentil, carrot, lemon, cumin",AED 79,false,true,false
r-047-i-044,r-047,Kale & Co.,Classic Pumpkin Soup,"Roasted pumpkin, ginger, coconut",AED 22,false,true,true
r-047-i-045,r-047,Kale & Co.,Classic Avocado Toast,"Sourdough, smashed avocado, chilli",AED 91,true,true,false
r-047-i-046,r-047,Kale & Co.,Classic Chia Pudding,"Coconut chia, mango, granola",AED 95,false,true,false
r-047-i-047,r-047,Kale & Co.,Classic Energy Balls,"Date, oat, cacao, almond",AED 61,false,true,false
r-047-i-048,r-047,Kale & Co.,Classic Cold Pressed Juice,"Beet, apple, ginger, lemon",AED 43,false,true,false
r-047-i-049,r-047,Kale & Co.,Classic Matcha Latte,"Ceremonial grade matcha, oat milk",AED 68,false,true,false
r-048-i-000,r-048,The Salad Project,Cobb Salad,"Romaine, chicken, egg, avocado, bacon, blue cheese",AED 57,false,false,false
r-048-i-001,r-048,The Salad Project,Caesar Salad,"Romaine, parmesan, croutons, caesar dressing",AED 53,false,false,false
r-048-i-002,r-048,The Salad Project,Greek Salad,"Tomato, cucumber, olives, feta, oregano",AED 71,false,true,false
r-048-i-003,r-048,The Salad Project,Quinoa Power Bowl,"Quinoa, kale, roasted veg, tahini",AED 81,false,true,false
r-048-i-004,r-048,The Salad Project,Buddha Bowl,"Brown rice, edamame, avocado, sesame",AED 82,false,true,false
r-048-i-005,r-048,The Salad Project,Chicken Poke Bowl,"Sushi rice, chicken, avocado, edamame",AED 81,false,false,true
r-048-i-006,r-048,The Salad Project,Salmon Poke Bowl,"Sushi rice, salmon, mango, sesame",AED 88,false,false,false
r-048-i-007,r-048,The Salad Project,Tofu Poke Bowl,"Sushi rice, tofu, edamame, ginger",AED 93,false,true,false
r-048-i-008,r-048,The Salad Project,Acai Bowl,"Acai, granola, banana, berries, honey",AED 67,false,true,false
r-048-i-009,r-048,The Salad Project,Green Smoothie Bowl,"Spinach, banana, almond milk, granola",AED 93,false,true,false
r-048-i-010,r-048,The Salad Project,Grilled Chicken Wrap,"Whole wheat wrap, chicken, hummus, greens",AED 56,false,false,false
r-048-i-011,r-048,The Salad Project,Falafel Wrap,"Whole wheat wrap, falafel, tahini, salad",AED 41,false,true,false
r-048-i-012,r-048,The Salad Project,Salmon Salad,"Pan-seared salmon, mixed greens, citrus",AED 68,false,false,false
r-048-i-013,r-048,The Salad Project,Chicken Caesar Wrap,"Grilled chicken, romaine, parmesan",AED 64,false,false,false
r-048-i-014,r-048,The Salad Project,Turkey Avocado Sandwich,"Turkey, avocado, sourdough, sprouts",AED 50,false,false,true
r-048-i-015,r-048,The Salad Project,Vegan Beet Burger,"Beet patty, tahini, pickled onion",AED 78,false,true,false
r-048-i-016,r-048,The Salad Project,Cauliflower Steak,"Roasted cauliflower, chimichurri",AED 29,false,true,false
r-048-i-017,r-048,The Salad Project,Zucchini Noodles,"Zucchini, pesto, cherry tomato, parmesan",AED 72,false,true,false
r-048-i-018,r-048,The Salad Project,Lentil Soup,"Red lentil, carrot, lemon, cumin",AED 74,false,true,false
r-048-i-019,r-048,The Salad Project,Pumpkin Soup,"Roasted pumpkin, ginger, coconut",AED 73,false,true,false
r-048-i-020,r-048,The Salad Project,Avocado Toast,"Sourdough, smashed avocado, chilli",AED 67,true,true,false
r-048-i-021,r-048,The Salad Project,Chia Pudding,"Coconut chia, mango, granola",AED 88,false,true,true
r-048-i-022,r-048,The Salad Project,Energy Balls,"Date, oat, cacao, almond",AED 12,false,true,false
r-048-i-023,r-048,The Salad Project,Cold Pressed Juice,"Beet, apple, ginger, lemon",AED 36,false,true,false
r-048-i-024,r-048,The Salad Project,Matcha Latte,"Ceremonial grade matcha, oat milk",AED 83,false,true,false
r-048-i-025,r-048,The Salad Project,Classic Cobb Salad,"Romaine, chicken, egg, avocado, bacon, blue cheese",AED 43,false,false,false
r-048-i-026,r-048,The Salad Project,Classic Caesar Salad,"Romaine, parmesan, croutons, caesar dressing",AED 94,false,false,false
r-048-i-027,r-048,The Salad Project,Classic Greek Salad,"Tomato, cucumber, olives, feta, oregano",AED 60,false,true,false
r-048-i-028,r-048,The Salad Project,Classic Quinoa Power Bowl,"Quinoa, kale, roasted veg, tahini",AED 22,false,true,false
r-048-i-029,r-048,The Salad Project,Classic Buddha Bowl,"Brown rice, edamame, avocado, sesame",AED 42,false,true,false
r-048-i-030,r-048,The Salad Project,Classic Chicken Poke Bowl,"Sushi rice, chicken, avocado, edamame",AED 90,false,false,false
r-048-i-031,r-048,The Salad Project,Classic Salmon Poke Bowl,"Sushi rice, salmon, mango, sesame",AED 46,false,false,false
r-048-i-032,r-048,The Salad Project,Classic Tofu Poke Bowl,"Sushi rice, tofu, edamame, ginger",AED 80,false,true,false
r-048-i-033,r-048,The Salad Project,Classic Acai Bowl,"Acai, granola, banana, berries, honey",AED 64,false,true,false
r-048-i-034,r-048,The Salad Project,Classic Green Smoothie Bowl,"Spinach, banana, almond milk, granola",AED 20,false,true,false
r-048-i-035,r-048,The Salad Project,Classic Grilled Chicken Wrap,"Whole wheat wrap, chicken, hummus, greens",AED 49,false,false,true
r-048-i-036,r-048,The Salad Project,Classic Falafel Wrap,"Whole wheat wrap, falafel, tahini, salad",AED 70,false,true,false
r-048-i-037,r-048,The Salad Project,Classic Salmon Salad,"Pan-seared salmon, mixed greens, citrus",AED 46,false,false,false
r-048-i-038,r-048,The Salad Project,Classic Chicken Caesar Wrap,"Grilled chicken, romaine, parmesan",AED 74,false,false,false
r-048-i-039,r-048,The Salad Project,Classic Turkey Avocado Sandwich,"Turkey, avocado, sourdough, sprouts",AED 14,false,false,false
r-048-i-040,r-048,The Salad Project,Classic Vegan Beet Burger,"Beet patty, tahini, pickled onion",AED 80,false,true,true
r-048-i-041,r-048,The Salad Project,Classic Cauliflower Steak,"Roasted cauliflower, chimichurri",AED 25,false,true,false
r-048-i-042,r-048,The Salad Project,Classic Zucchini Noodles,"Zucchini, pesto, cherry tomato, parmesan",AED 28,false,true,false
r-048-i-043,r-048,The Salad Project,Classic Lentil Soup,"Red lentil, carrot, lemon, cumin",AED 13,false,true,false
r-048-i-044,r-048,The Salad Project,Classic Pumpkin Soup,"Roasted pumpkin, ginger, coconut",AED 31,false,true,true
